date,revenue,cogs,opex,depreciation,ebitda,ebit,interest_expense,tax,net_income,cash,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,inventory,accounts_receivable,accounts_payable,debt,r_and_d,marketing,employee_count
1995-07-21,10138,3899,4164,489,2075,1586,198,287,1101,1000621533,15334,8384,6950,8536,3995,443,2346,609,2184,352,823,957
1995-07-22,11906,6091,3819,632,1996,1364,216,274,874,1000622407,13936,6876,7060,6689,3574,830,3364,1696,4094,376,437,631
1995-07-23,16133,8337,4537,414,3259,2845,278,605,1962,1000624369,17877,9329,8548,9275,4953,1021,2651,1260,5131,631,928,575
1995-07-24,12774,4507,2971,481,5296,4815,206,1049,3560,1000627929,19917,12849,7068,10251,3296,396,2121,815,2211,152,616,460
1995-07-25,15844,7476,3418,788,4950,4162,335,929,2898,1000630827,22579,12720,9859,13062,4151,680,2700,1947,7492,454,801,922
1995-07-26,12839,6117,5608,575,1114,539,267,53,219,1000631046,16787,11269,5518,9117,2741,624,2281,1124,4389,373,1185,690
1995-07-27,13435,5968,3258,466,4209,3743,394,670,2679,1000633725,12726,6466,6260,6839,3372,465,3471,1605,4359,487,357,630
1995-07-28,12565,5676,5073,380,1816,1436,181,244,1011,1000634736,17928,10214,7714,8692,4081,348,2306,1642,3712,395,558,700
1995-07-29,20055,9759,3927,1091,6369,5278,376,1108,3794,1000638530,29161,19453,9708,14776,5738,1365,4107,2389,3627,538,895,708
1995-07-30,13811,6396,5320,417,2095,1678,211,402,1065,1000639595,19597,9219,10378,7935,4711,741,3243,1594,5187,780,1019,807
1995-07-31,8801,4181,4501,407,119,-288,150,0,-438,1000639157,10520,7150,3370,5636,1645,531,2506,760,2051,567,1097,603
1995-08-01,14146,5386,6563,403,2197,1794,398,262,1134,1000640291,15886,10108,5778,8976,3300,796,2271,1055,4412,932,1071,584
1995-08-02,11631,4764,6701,539,166,-373,200,0,-573,1000639718,11669,6018,5651,6709,3230,341,3357,1316,4503,798,1279,898
1995-08-03,26415,13531,8138,1454,4746,3292,540,653,2099,1000641817,27739,15976,11763,12142,5391,1240,5601,2456,6133,826,1351,444
1995-08-04,17123,6285,4805,864,6033,5169,461,1097,3611,1000645428,15648,6682,8966,6681,4198,519,3978,1885,4821,308,648,571
1995-08-05,24604,11658,1704,978,11242,10264,225,2783,7256,1000652684,32666,20309,12357,16578,6972,649,5959,2995,7546,130,199,593
1995-08-06,15459,5794,2591,790,7074,6284,139,1497,4648,1000657332,17802,11732,6070,8101,2671,507,3428,1420,4524,321,546,411
1995-08-07,21356,8932,7346,696,5078,4382,224,894,3264,1000660596,29739,13819,15920,16563,7695,928,5203,1442,6836,761,925,645
1995-08-08,20048,9624,5816,712,4608,3896,340,773,2783,1000663379,21878,14744,7134,13091,2979,1271,3574,2141,2213,840,1400,902
1995-08-09,18441,6734,4411,894,7296,6402,441,1559,4402,1000667781,25823,14980,10843,13715,4768,416,3015,1417,5823,483,579,663
1995-08-10,7350,3434,5265,341,-1349,-1690,186,0,-1876,1000665905,9808,5669,4139,5078,2082,206,1578,731,1312,521,1007,1060
1995-08-11,15953,6785,5990,357,3178,2821,418,618,1785,1000667690,15944,8318,7626,8783,3871,976,4400,1388,2688,357,1079,718
1995-08-12,25366,12856,2718,1171,9792,8621,717,1527,6377,1000674067,39771,20509,19262,16541,11406,1511,7285,3268,14508,377,362,551
1995-08-13,14787,6830,4543,523,3414,2891,443,485,1963,1000676030,17413,7171,10242,8330,5749,400,2581,1511,7371,629,1054,532
1995-08-14,23468,11291,3963,987,8214,7227,316,1774,5137,1000681167,28095,11867,16228,13278,8497,570,3963,1789,5904,542,778,673
1995-08-15,12120,6181,5989,310,-50,-360,150,0,-510,1000680657,16475,11363,5112,8644,2292,374,2503,1345,1915,771,1379,449
1995-08-16,12982,5756,5358,461,1868,1407,133,314,960,1000681617,13659,7454,6205,6873,2655,672,2192,1638,2663,636,1267,718
1995-08-17,19319,6877,3102,741,9340,8599,312,2294,5993,1000687610,23418,14986,8432,13979,4999,1025,4484,1303,6647,391,633,728
1995-08-18,8328,4377,3322,422,629,207,246,0,-39,1000687571,13113,7152,5961,5469,2622,541,1575,1235,2522,447,458,480
1995-08-19,28600,10165,5106,1495,13329,11834,371,2275,9188,1000696759,32591,20480,12111,18552,5934,595,8436,1815,7725,605,1081,707
1995-08-20,13114,6626,5436,459,1052,593,90,141,362,1000697121,18911,10258,8653,10809,4196,707,2743,1961,5817,778,1253,778
1995-08-21,24745,12685,4422,948,7638,6690,680,1105,4905,1000702026,23387,12932,10455,10575,4946,1374,4886,3791,6496,422,554,710
1995-08-22,11513,4978,3135,415,3400,2985,235,666,2084,1000704110,12829,6902,5927,5728,3375,600,2152,876,3716,363,692,825
1995-08-23,19745,9220,4853,879,5672,4793,568,1094,3131,1000707241,23001,14720,8281,9881,3678,726,5136,2754,2524,536,587,867
1995-08-24,12371,5086,6367,421,918,497,68,120,309,1000707550,16431,10061,6370,9265,3059,752,2356,1040,3243,797,1236,731
1995-08-25,7891,3341,3773,175,777,602,104,131,367,1000707917,8747,4406,4341,3874,1793,256,1448,836,1693,508,580,408
1995-08-26,12322,5566,2772,362,3984,3622,77,869,2676,1000710593,11203,7834,3369,6617,1359,556,3432,1329,2619,174,440,649
1995-08-27,13942,5497,4221,427,4224,3797,247,763,2787,1000713380,16308,9594,6714,8568,3854,447,2558,1349,2015,607,694,455
1995-08-28,17670,9073,7872,1009,725,-284,157,0,-441,1000712939,16067,10227,5840,9517,3001,1206,3665,2060,4439,1068,885,474
1995-08-29,10630,4298,4254,333,2078,1745,317,272,1156,1000714095,10875,6507,4368,4951,2422,615,2532,765,3168,271,783,766
1995-08-30,17941,6954,4314,760,6673,5913,516,1171,4226,1000718321,27123,17781,9342,14844,4386,760,4811,1756,4404,218,896,907
1995-08-31,13133,6040,4291,774,2802,2028,313,412,1303,1000719624,16646,9975,6671,9914,2846,656,3862,1353,5213,488,967,656
1995-09-01,6599,3592,2877,395,130,-265,152,0,-417,1000719207,8655,4204,4451,3948,2193,488,1936,549,3194,246,652,614
1995-09-02,21588,11693,2807,749,7088,6339,584,1570,4185,1000723392,20948,12078,8870,9472,4625,1577,4787,2657,5420,365,285,513
1995-09-03,22405,11960,4222,906,6223,5317,206,1315,3796,1000727188,26394,13857,12537,13504,6832,734,4578,3434,5643,322,1006,752
1995-09-04,12616,4636,7535,665,445,-220,194,0,-414,1000726774,12833,7505,5328,6321,2971,577,3000,967,1614,637,762,558
1995-09-05,13501,5356,3535,426,4610,4184,265,825,3094,1000729868,21316,9088,12228,10274,5073,780,3886,1137,9615,512,872,588
1995-09-06,11798,5977,3923,460,1898,1438,83,283,1072,1000730940,12569,5518,7051,5643,3268,692,2850,1134,4150,505,540,816
1995-09-07,16938,6342,6095,467,4501,4034,230,732,3072,1000734012,15368,8871,6497,7340,3705,816,4515,1702,3787,686,806,620
1995-09-08,11489,5686,8409,391,-2606,-2997,162,0,-3159,1000730853,16566,8254,8312,8952,4706,819,2088,1672,4591,683,988,357
1995-09-09,20285,9013,2763,838,8509,7671,291,1937,5443,1000736296,31845,20207,11638,17384,5774,857,5897,2219,3894,283,689,740
1995-09-10,13727,5337,3912,333,4478,4145,352,919,2874,1000739170,15238,6682,8556,7761,5012,671,2662,1423,4665,250,617,742
1995-09-11,8653,4254,3155,308,1244,936,68,196,672,1000739842,13335,8664,4671,6515,2458,599,1462,752,3356,330,448,642
1995-09-12,19138,9965,5004,640,4169,3529,555,627,2347,1000742189,27949,13146,14803,12712,7062,1391,5486,1684,8743,520,1009,598
1995-09-13,17556,9321,6035,389,2200,1811,480,311,1020,1000743209,19910,12686,7224,9743,3289,791,2980,1642,5295,597,677,791
1995-09-14,6945,3812,4367,145,-1234,-1379,186,0,-1565,1000741644,11045,6030,5015,5207,2464,274,1128,958,3470,452,1021,578
1995-09-15,15669,7108,3320,530,5241,4711,106,1034,3571,1000745215,17462,11912,5550,7135,2812,440,4203,1426,3195,366,514,916
1995-09-16,18210,9457,4593,830,4160,3330,471,738,2121,1000747336,22825,11087,11738,12219,4974,817,3931,2129,7658,637,668,734
1995-09-17,14017,7483,3248,740,3286,2546,319,587,1640,1000748976,21417,11874,9543,10847,5101,473,2458,1147,3583,216,459,677
1995-09-18,12013,5109,3885,456,3019,2563,94,601,1868,1000750844,16098,9446,6652,6886,3527,670,1893,881,4839,526,475,736
1995-09-19,23796,11913,4473,1329,7410,6081,407,1222,4452,1000755296,25481,16033,9448,11305,4524,1150,5314,2739,6283,496,920,841
1995-09-20,11176,4264,5092,373,1820,1447,278,294,875,1000756171,11725,5644,6081,4699,3558,539,3072,1105,2423,706,843,574
1995-09-21,29251,11507,4792,1470,12952,11482,270,2241,8971,1000765142,38659,25631,13028,18497,7081,857,8038,2236,5131,684,1058,710
1995-09-22,10916,4385,4901,387,1630,1243,73,326,844,1000765986,14290,6784,7506,6192,3956,567,2792,809,3508,660,618,781
1995-09-23,21229,9391,4402,1234,7436,6202,495,1322,4385,1000770371,31885,16106,15779,17709,9176,1172,5401,2077,7486,567,983,933
1995-09-24,30009,11724,3109,1335,15176,13841,464,2950,10427,1000780798,35033,20838,14195,19075,8498,1139,7162,2628,10434,228,318,758
1995-09-25,8733,3672,4416,226,645,419,89,82,248,1000781046,8954,5837,3117,3663,1837,373,1369,851,2257,458,1058,799
1995-09-26,17666,6594,4529,702,6543,5841,186,1155,4500,1000785546,27628,15335,12293,12743,6196,744,5044,1373,5572,490,711,580
1995-09-27,10942,4788,5485,298,669,371,308,16,47,1000785593,11515,6166,5349,5524,3033,433,2243,1154,4102,340,900,696
1995-09-28,20131,9457,3197,1129,7477,6348,447,1523,4378,1000789971,24691,14153,10538,13991,5992,876,3091,1592,7653,412,634,417
1995-09-29,25957,12468,4637,1439,8852,7413,536,1559,5318,1000795289,30500,19521,10979,15684,6215,1306,7277,2530,8631,294,793,863
1995-09-30,29746,11565,3617,846,14564,13718,317,2415,10986,1000806275,44453,25295,19158,26117,9681,1386,5792,3028,12600,281,754,544
1995-10-01,22064,11009,3432,1010,7623,6613,419,1642,4552,1000810827,25326,12391,12935,10233,7340,1019,5976,2502,9726,495,363,546
1995-10-02,12824,6500,3864,643,2460,1817,317,378,1122,1000811949,20132,8744,11388,9708,4964,911,3163,1488,7662,373,705,650
1995-10-03,19559,7458,3615,545,8486,7941,164,1580,6197,1000818146,21960,9375,12585,11053,6942,1118,3450,1311,4371,241,710,564
1995-10-04,42041,20950,2714,1502,18377,16875,398,4603,11874,1000830020,55460,23613,31847,25683,13120,1148,11605,3668,18996,201,420,948
1995-10-05,24293,11270,4900,705,8123,7418,273,1846,5299,1000835319,30390,17032,13358,13208,6630,1614,5921,3064,9239,478,835,748
1995-10-06,35889,12876,5257,751,17756,17005,564,2981,13460,1000848779,36417,17417,19000,17178,10659,1772,9048,2143,12032,741,623,488
1995-10-07,23425,9148,3643,1391,10634,9243,549,1869,6825,1000855604,28849,17315,11534,17271,5149,792,3719,1825,7743,251,599,845
1995-10-08,9192,4664,3801,201,727,526,75,117,334,1000855938,11472,4805,6667,5623,3020,628,1721,725,2718,507,396,710
1995-10-09,13299,4753,5639,519,2907,2388,94,540,1754,1000857692,17544,10794,6750,7100,3904,303,2125,965,3345,659,1182,825
1995-10-10,19746,7469,5501,961,6776,5815,302,1502,4011,1000861703,20820,12044,8776,9578,5036,649,3341,1645,2884,555,650,829
1995-10-11,10231,4738,4715,369,778,409,74,72,263,1000861966,11355,5443,5912,6161,2656,266,2605,1160,3151,479,1035,515
1995-10-12,19655,8447,3718,1007,7490,6483,481,1435,4567,1000866533,24087,15101,8986,10047,4823,482,4464,1455,3223,552,901,645
1995-10-13,6907,3066,5192,318,-1351,-1669,206,0,-1875,1000864658,10532,4805,5727,6237,3386,212,1804,724,4562,581,1097,1009
1995-10-14,14517,6789,7699,818,29,-789,179,0,-968,1000863690,13935,8424,5511,5707,2373,688,3573,1776,4191,1121,1221,753
1995-10-15,18959,8941,5297,384,4721,4337,451,932,2954,1000866644,24557,10318,14239,10583,7184,460,5410,2086,9557,762,674,840
1995-10-16,7134,3331,5395,233,-1592,-1825,209,0,-2034,1000864610,7090,3242,3848,3224,2246,462,1684,730,2573,510,746,687
1995-10-17,18730,9523,4800,1019,4407,3388,232,618,2538,1000867148,20221,10370,9851,10858,5477,1384,4693,2634,7798,719,675,877
1995-10-18,21621,10302,9184,1218,2135,917,308,160,449,1000867597,21387,8961,12426,9586,5130,1439,3986,3018,9224,623,1398,625
1995-10-19,21922,10229,4383,897,7310,6413,547,1561,4305,1000871902,25798,17013,8785,10418,4740,888,4311,1930,5003,352,499,715
1995-10-20,7841,2892,7303,226,-2354,-2580,151,0,-2731,1000869171,10747,4416,6331,4745,3690,341,1525,582,4032,916,1820,468
1995-10-21,8567,3581,5225,198,-239,-437,189,0,-626,1000868545,13390,6214,7176,5758,3611,203,1396,884,5498,302,1178,938
1995-10-22,24002,8713,4551,590,10738,10148,285,2289,7574,1000876119,33780,21111,12669,17677,5879,954,4246,1912,6822,590,578,919
1995-10-23,24049,10280,3960,1165,9809,8644,509,1905,6230,1000882349,32194,22284,9910,16402,5079,1014,5849,1803,7650,524,969,957
1995-10-24,10012,3714,7865,569,-1567,-2136,282,0,-2418,1000879931,14432,9533,4899,7582,1972,542,1738,637,3774,1023,1905,541
1995-10-25,8995,4917,5977,500,-1899,-2399,72,0,-2471,1000877460,10580,4769,5811,5082,3353,553,1510,806,3071,373,1152,725
1995-10-26,22581,10671,4503,1301,7407,6106,114,1483,4509,1000881969,25955,11442,14513,11871,5981,760,4931,2971,8228,334,671,653
1995-10-27,7028,2607,7504,234,-3083,-3317,207,0,-3524,1000878445,10836,6677,4159,6050,1713,295,1914,441,1498,1002,1005,885
1995-10-28,20065,7130,4494,897,8441,7544,336,1776,5432,1000883877,18341,9414,8927,10879,4816,433,4095,1421,4001,474,991,880
1995-10-29,7968,3815,3131,464,1022,558,232,91,235,1000884112,7807,4556,3251,3967,1591,413,1470,709,2405,374,624,910
1995-10-30,8684,3489,6260,335,-1065,-1400,79,0,-1479,1000882633,10780,4543,6237,5056,3261,512,2186,789,3117,667,1026,521
1995-10-31,16006,7127,5523,482,3356,2874,325,613,1936,1000884569,16921,9541,7380,8373,4294,768,3054,1885,4092,462,1056,817
1995-11-01,20140,9212,9805,428,1123,695,346,88,261,1000884830,23939,11496,12443,12561,5250,1041,5613,2433,4974,1177,1134,742
1995-11-02,20393,9746,4388,763,6259,5496,318,1081,4097,1000888927,21497,8610,12887,11370,6181,1410,5012,1966,4903,253,574,638
1995-11-03,16357,7077,3210,639,6070,5431,412,1031,3988,1000892915,23728,13856,9872,12413,5289,834,4575,1835,3489,467,746,790
1995-11-04,10921,4858,3901,504,2162,1658,228,297,1133,1000894048,10415,4701,5714,5934,3164,622,3135,1282,2299,582,719,471
1995-11-05,11190,5834,3248,298,2108,1810,304,388,1118,1000895166,13591,9184,4407,6119,1801,610,3044,1485,3229,342,811,1139
1995-11-06,16994,6776,4271,657,5947,5290,118,1135,4037,1000899203,16339,9493,6846,7377,2759,495,4445,1536,4587,371,569,788
1995-11-07,20357,10576,5271,1039,4510,3471,464,816,2191,1000901394,27814,13220,14594,11269,7648,540,3934,3118,6840,495,1064,791
1995-11-08,10821,4552,4766,574,1503,929,61,201,667,1000902061,13049,8894,4155,6276,2281,644,2698,1280,3110,397,642,828
1995-11-09,11737,4551,4322,622,2864,2242,87,603,1552,1000903613,13085,6297,6788,5941,3575,493,3017,1141,2816,548,575,712
1995-11-10,12170,5573,2949,264,3648,3384,348,647,2389,1000906002,11082,5973,5109,5819,2368,725,3278,1522,1982,327,318,881
1995-11-11,15812,8456,5545,492,1811,1319,378,185,756,1000906758,16933,10637,6296,6870,2641,989,3220,1391,3856,486,1099,880
1995-11-12,10627,4245,5139,594,1243,649,96,104,449,1000907207,13347,6704,6643,6433,2749,500,3029,1026,2122,372,1283,896
1995-11-13,15419,5757,8294,830,1368,538,310,42,186,1000907393,18819,8555,10264,9447,4741,359,2858,1378,7455,924,2072,593
1995-11-14,16883,7404,4109,577,5370,4793,290,1071,3432,1000910825,22815,12615,10200,13555,4469,923,3186,1328,7324,522,991,704
1995-11-15,19093,8395,4755,1137,5943,4806,275,1146,3385,1000914210,20567,11297,9270,12040,4231,854,3695,1491,6534,647,722,922
1995-11-16,18704,10138,3924,846,4642,3796,94,817,2885,1000917095,27579,15543,12036,13118,6589,1209,4749,1710,8016,222,882,776
1995-11-17,9463,4225,7486,282,-2248,-2530,204,0,-2734,1000914361,8960,4011,4949,3611,2690,378,1686,920,2330,645,760,794
1995-11-18,16031,7593,4917,798,3521,2723,368,615,1740,1000916101,19074,11129,7945,8173,4136,567,2406,2198,6046,633,936,776
1995-11-19,18727,9238,7930,690,1559,869,237,152,480,1000916581,18680,9743,8937,7505,5329,1178,3439,2125,6968,635,1415,618
1995-11-20,11928,4887,6202,580,839,259,183,17,59,1000916640,14301,6886,7415,8368,4385,404,2644,1377,3668,501,622,690
1995-11-21,13446,7300,2994,567,3152,2585,245,532,1808,1000918448,17908,11512,6396,9103,3454,479,2432,1854,4385,220,400,787
1995-11-22,27561,12320,5053,996,10188,9192,160,1833,7199,1000925647,32863,14729,18134,18389,9449,951,4730,2190,11623,417,1070,826
1995-11-23,7184,2760,7088,288,-2664,-2952,38,0,-2990,1000922657,9238,4842,4396,5061,1878,276,1701,736,1479,504,911,653
1995-11-24,37678,16480,3895,1380,17303,15923,283,3525,12115,1000934772,44065,19846,24219,17680,12591,1429,8578,3122,14216,461,668,756
1995-11-25,25839,11287,3701,1452,10851,9399,310,1653,7436,1000942208,26454,11961,14493,12839,7062,751,4730,3265,8595,427,819,897
1995-11-26,14083,6496,3156,674,4431,3757,418,934,2405,1000944613,17207,11561,5646,9391,2495,533,2828,1409,4429,405,683,714
1995-11-27,30550,12470,6120,904,11960,11056,208,2400,8448,1000953061,39349,16048,23301,17570,10692,1017,5046,2803,10258,573,863,922
1995-11-28,10869,4225,4927,316,1717,1401,218,231,952,1000954013,15048,8006,7042,8059,3826,346,2841,1233,3112,732,820,781
1995-11-29,19753,8837,5060,1086,5856,4770,557,929,3284,1000957297,31506,19090,12416,18860,6769,715,3171,2170,6500,525,521,740
1995-11-30,9197,3631,3848,317,1718,1401,234,322,845,1000958142,9960,4440,5520,5046,3101,222,2245,1033,3504,416,489,469
1995-12-01,30200,15265,4275,1590,10660,9070,433,2335,6302,1000964444,42692,23342,19350,21372,9237,2110,8883,4470,11923,566,1023,752
1995-12-02,12484,6055,3051,407,3378,2971,194,517,2260,1000966704,16342,7137,9205,9313,5261,744,3640,1343,4614,330,331,957
1995-12-03,22867,10080,4292,1320,8495,7175,435,1439,5301,1000972005,34860,14842,20018,14767,11435,1415,3596,1536,15502,280,746,805
1995-12-04,17652,8469,5448,677,3735,3058,160,656,2242,1000974247,27899,16198,11701,14418,6617,577,4010,1399,6860,625,1046,896
1995-12-05,14010,6768,3822,779,3420,2641,372,531,1738,1000975985,18071,8153,9918,8727,4092,825,2564,1400,3359,558,460,824
1995-12-06,13121,6422,5869,627,830,203,249,0,-46,1000975939,20347,11618,8729,8698,4609,516,3417,1473,6078,837,1448,914
1995-12-07,45077,19987,4037,1817,21053,19236,1001,4269,13966,1000989905,55562,37925,17637,25866,9030,2313,8984,5992,13188,585,483,603
1995-12-08,12524,4549,5806,678,2169,1491,182,316,993,1000990898,17556,11422,6134,7315,2658,587,2692,1126,2706,751,1095,1151
1995-12-09,20323,8421,3682,533,8220,7687,192,1671,5824,1000996722,20952,11116,9836,10108,4102,462,4556,2149,5447,319,832,849
1995-12-10,21630,8357,4911,1157,8362,7205,173,1490,5542,1001002264,29933,12487,17446,17149,7022,609,4254,2380,10308,675,1155,641
1995-12-11,26178,11457,4423,573,10298,9725,655,2140,6930,1001009194,35801,23105,12696,21435,7071,722,6872,3055,4106,517,557,992
1995-12-12,25788,12546,3466,1121,9776,8655,768,1538,6349,1001015543,40786,25914,14872,16900,8829,776,4072,3649,8655,508,568,1029
1995-12-13,10673,4960,5199,559,514,-45,90,0,-135,1001015408,12707,7298,5409,5781,2824,522,2324,1045,2586,376,1040,850
1995-12-14,16584,8496,4323,685,3765,3080,105,646,2329,1001017737,25978,14089,11889,13987,6989,1217,4329,1480,8086,647,887,957
1995-12-15,21855,11087,3080,1067,7688,6621,153,1266,5202,1001022939,19843,11658,8185,11646,4162,859,3778,2890,5990,182,763,962
1995-12-16,18936,8315,4402,484,6219,5735,228,1338,4169,1001027108,23014,10250,12764,10136,6650,418,3604,2436,9737,557,445,1134
1995-12-17,12729,6337,2442,289,3950,3661,234,774,2653,1001029761,14281,7301,6980,7189,3422,481,2260,1215,2888,227,564,573
1995-12-18,13957,5719,4289,491,3949,3458,238,663,2557,1001032318,20685,8835,11850,9661,6606,500,2663,1644,6903,622,1063,688
1995-12-19,16483,6226,4073,642,6184,5542,366,1237,3939,1001036257,17583,10823,6760,9143,3783,918,2917,1291,4813,407,781,821
1995-12-20,10737,4204,3755,626,2778,2152,113,428,1611,1001037868,13889,9111,4778,8101,2432,495,2643,688,1538,339,608,776
1995-12-21,16675,6247,4204,437,6224,5787,122,1282,4383,1001042251,23187,15826,7361,10938,3209,605,3894,1582,2256,570,930,861
1995-12-22,21481,11009,4668,452,5804,5352,618,1318,3416,1001045667,29226,14433,14793,13267,6363,1186,5756,1712,7590,247,875,530
1995-12-23,21134,8043,3289,546,9802,9256,450,2171,6635,1001052302,33423,13504,19919,13624,10765,539,3690,1852,15171,315,406,806
1995-12-24,20903,10634,4226,946,6043,5097,423,1279,3395,1001055697,27502,16421,11081,15087,5165,1465,4154,1614,3442,279,868,899
1995-12-25,11942,4423,5718,455,1801,1346,288,235,823,1001056520,15212,6236,8976,8207,4815,271,2807,1233,5887,337,657,742
1995-12-26,8902,4859,5402,274,-1359,-1633,183,0,-1816,1001054704,9417,5009,4408,4472,2075,301,1888,1019,1505,721,955,747
1995-12-27,19664,7912,4658,463,7094,6631,510,1105,5016,1001059720,27725,17630,10095,16379,4805,420,4344,2311,3499,331,785,730
1995-12-28,12889,6657,7432,644,-1200,-1844,371,0,-2215,1001057505,12129,8108,4021,5748,1657,646,2559,1558,2342,1099,1404,870
