week,revenue,cogs,opex,depreciation,ebitda,ebit,interest_expense,tax,net_income,cash,total_assets,total_equity,total_liabilities,current_assets,current_liabilities,inventory,accounts_receivable,accounts_payable,debt,capex,dividends,r_and_d,marketing_expense,employee_count
2019-04-14,30577,16690,10943,1741,2944,1203,773,108,322,503478263,44919,24599,20320,21415,9241,1934,6629,4157,11089,961,29,814,1213,1493
2019-04-21,43719,20846,16406,2311,6467,4156,434,736,2986,503481249,40537,17361,23176,17362,11612,1804,8827,3484,15268,587,337,968,2240,1397
2019-04-28,29719,11152,9230,1015,9337,8322,307,1506,6509,503487758,40455,18266,22189,21930,13130,1082,6469,2160,10169,1427,542,870,950,1355
2019-05-05,31143,15112,6930,1440,9101,7661,682,1913,5066,503492824,33970,14633,19337,18080,8402,1158,8168,2560,13362,669,677,963,948,1407
2019-05-12,22383,9289,15889,929,-2795,-3724,339,0,-4063,503488761,33800,19732,14068,13817,7652,785,6387,2568,5454,713,0,1537,3150,1447
2019-05-19,26793,13055,18690,1262,-4952,-6214,758,0,-6972,503481789,33210,14223,18987,18841,9928,1500,4219,3421,13126,1525,0,2523,2040,1432
2019-05-26,22243,8095,10512,1052,3636,2584,161,645,1778,503483567,24777,15517,9260,11143,4963,1119,5085,1459,5851,711,219,870,1740,1540
2019-06-02,25448,9797,14593,1149,1058,-91,453,0,-544,503483023,32124,13047,19077,15627,8971,670,3943,1971,12240,825,0,1225,3458,1369
2019-06-09,56371,29378,14252,1727,12741,11014,1576,1858,7580,503490603,65806,31246,34560,35113,15994,3938,12416,8666,18689,2563,450,1989,3117,1419
2019-06-16,24870,9834,8499,536,6537,6001,686,1393,3922,503494525,32207,21489,10718,15649,5754,611,7033,2352,6790,1494,316,787,1239,1486
2019-06-23,102407,52986,7942,3914,41479,37565,913,9417,27235,503521760,100377,61788,38589,49010,17099,3788,20915,14315,13116,1104,2624,1024,1896,1484
2019-06-30,42771,17359,14947,2380,10465,8085,606,1793,5686,503527446,68343,28833,39510,28234,19120,932,12398,3293,28675,1909,567,1101,2234,1314
2019-07-07,37159,17783,17265,1590,2111,521,761,0,-240,503527206,44512,28770,15742,21379,6889,1140,9089,3228,5160,1533,0,2501,1914,1413
2019-07-14,24075,11769,12189,1283,117,-1166,216,0,-1382,503525824,27536,15087,12449,15227,5000,1668,6985,3149,4661,626,0,1310,3036,1489
2019-07-21,44197,20001,7263,2637,16933,14296,1291,2499,10506,503536330,61750,40387,21363,36002,12690,1919,11649,5058,12570,2525,1226,915,1674,1562
2019-07-28,26139,10745,19424,694,-4030,-4724,728,0,-5452,503530878,30183,17513,12670,14569,6162,621,4326,2709,8485,1475,0,1145,3300,1454
2019-08-04,34089,13381,7936,1625,12772,11147,313,2584,8250,503539128,50564,30568,19996,24509,11875,1953,6295,3116,6761,2414,889,788,1587,1402
2019-08-11,89334,31860,8216,4196,49258,45062,717,9576,34769,503573897,108808,75953,32855,58813,14064,4393,18682,7472,24982,2246,2134,1151,1649,1372
2019-08-18,30570,12558,11545,1810,6467,4657,218,1010,3429,503577326,42911,20155,22756,25255,11776,1576,5366,3270,17905,818,335,1590,1491,1535
2019-08-25,49917,23992,15849,2966,10076,7110,1385,1239,4486,503581812,48680,28584,20096,22072,8846,3439,11193,4570,12117,2351,384,867,2060,1462
2019-09-01,23663,12723,13822,1123,-2882,-4005,233,0,-4238,503577574,35312,19001,16311,17233,9102,916,5223,2582,8818,1001,0,1111,2356,1385
2019-09-08,30821,16158,11071,917,3592,2675,475,594,1606,503579180,43612,17961,25651,24388,14281,2159,9044,4536,17204,799,228,1044,2621,1419
2019-09-15,63438,31923,10747,3295,20768,17473,1029,3229,13215,503592395,66496,26887,39609,34707,16736,3799,13643,6267,18386,2545,1296,722,1091,1446
2019-09-22,24363,12369,10840,592,1154,562,487,16,59,503592454,24404,10634,13770,10301,8020,1694,6525,2869,7527,522,3,1333,2356,1460
2019-09-29,64942,31367,11978,3327,21597,18270,441,3460,14369,503606823,72826,43312,29514,38273,12954,4068,18917,8011,22374,1507,1349,820,1301,1389
2019-10-06,42045,16905,4409,2372,20731,18359,449,4343,13567,503620390,66568,37954,28614,29113,14954,1431,11838,5071,22257,3007,1792,373,757,1405
2019-10-13,25536,13571,9600,902,2365,1463,722,187,554,503620944,27573,15607,11966,13843,7145,1729,4630,2922,9136,455,71,1117,1879,1355
2019-10-20,41663,20171,10838,1884,10654,8770,1154,2081,5535,503626479,50799,20805,29994,25695,17291,1538,9349,4321,12934,639,561,1064,2200,1492
2019-10-27,48383,22357,7276,1800,18750,16950,1187,3277,12486,503638965,44561,24098,20463,25633,12100,1852,9781,6179,8517,925,936,901,791,1424
2019-11-03,42692,15890,11225,1601,15577,13976,234,3779,9963,503648928,50294,34068,16226,24770,7602,966,8964,4303,7283,1724,962,1640,1827,1466
2019-11-10,18061,7936,10107,585,18,-567,238,0,-805,503648123,23478,12192,11286,10703,4753,1139,3687,2061,5876,350,0,623,1896,1516
2019-11-17,25754,11385,18214,1300,-3845,-5145,533,0,-5678,503642445,40361,23711,16650,18009,7287,901,7055,2499,7610,1165,0,2203,2002,1457
2019-11-24,31781,16619,16869,1826,-1707,-3533,378,0,-3911,503638534,40099,25421,14678,23051,7340,1696,6923,3300,7150,1407,0,1232,2029,1443
2019-12-01,34710,15943,8096,2000,10671,8671,963,2076,5632,503644166,51141,32484,18657,22206,10423,1421,7933,3847,11387,2248,673,740,1616,1460
2019-12-08,46721,19907,10324,1261,16490,15229,974,3321,10934,503655100,59943,33315,26628,29083,11451,2906,13893,5602,18141,1151,1084,550,1840,1455
2019-12-15,39888,21753,10241,2193,7894,5701,271,1341,4089,503659189,37038,24348,12690,16202,6750,1816,6342,6147,8474,1581,349,651,1273,1516
2019-12-22,22189,8258,9198,1098,4733,3635,615,795,2225,503661414,24863,12864,11999,13791,5576,1056,4952,1373,8486,482,292,754,1658,1471
2019-12-29,44879,19500,10458,1351,14921,13570,1299,2393,9878,503671292,58472,38978,19494,28936,9128,2643,11943,4178,6162,2168,983,881,2478,1430
2020-01-05,50074,17947,8698,1136,23429,22293,348,4035,17910,503689202,78387,37004,41383,36860,22032,1679,8646,3943,13403,2134,2677,1217,890,1511
2020-01-12,49878,24838,7562,1532,17478,15946,913,4027,11006,503700208,74886,36250,38636,35363,19063,2181,12057,7368,26840,1092,1053,939,1485,1522
2020-01-19,62376,33285,11305,3524,17786,14262,785,2850,10627,503710835,66109,27497,38612,37711,21716,4153,11597,8378,21875,2550,604,1664,1255,1395
2020-01-26,57300,23264,12063,2597,21973,19376,849,3574,14953,503725788,60399,38575,21824,30849,9410,3287,16050,4911,12856,1130,1768,1326,1218,1540
2020-02-02,49939,26052,8618,2439,15269,12830,474,2803,9553,503735341,51978,27295,24683,28254,13773,3269,9941,4010,8054,887,522,639,1057,1484
2020-02-09,40849,16685,12124,1237,12040,10803,795,2400,7608,503742949,63142,29597,33545,36585,13849,1213,8144,3918,14346,1536,571,1003,1981,1481
2020-02-16,21817,11610,9218,1064,989,-75,632,0,-707,503742242,32657,15334,17323,18952,7602,1612,5230,1909,10726,1180,0,756,2031,1519
2020-02-23,50717,25399,11408,1071,13910,12839,891,2479,9469,503751711,73155,49045,24110,34068,12808,2254,9004,6989,17590,1416,1174,943,1623,1442
2020-03-01,46666,23845,13410,1634,9411,7777,330,1365,6082,503757793,54829,35648,19181,32376,10952,2566,8994,6268,14549,951,605,1573,2600,1520
2020-03-08,48050,16991,9658,2166,21401,19235,985,4052,14198,503771991,60210,34082,26128,24384,11772,2262,10210,3722,14376,626,751,996,1561,1455
2020-03-15,25911,14058,11139,670,714,44,350,0,-306,503771685,31742,18564,13178,15089,6134,968,5261,3014,7548,916,0,986,1505,1402
2020-03-22,28017,13878,9547,1483,4592,3109,740,659,1710,503773395,30185,16369,13816,17482,7011,1783,6408,3950,9900,819,156,620,1691,1428
2020-03-29,65658,26982,9273,1930,29403,27473,1042,6441,19990,503793385,82304,42592,39712,37442,17565,2958,15754,5215,22589,1593,2842,484,2037,1508
2020-04-05,42244,21793,10175,1947,10276,8329,415,1552,6362,503799747,38921,26258,12663,17694,7120,3037,9927,4083,7071,473,636,731,2288,1434
2020-04-12,56045,22771,8031,2029,25243,23214,548,6133,16533,503816280,55612,24340,31272,25611,17347,1530,13906,6624,23533,1511,1999,488,1823,1563
2020-04-19,42837,22470,9041,1878,11326,9448,1037,1948,6463,503822743,65138,34232,30906,34032,13260,2069,8403,6098,21479,2705,465,1162,1363,1544
2020-04-26,42469,15820,5829,1032,20820,19788,494,3770,15524,503838267,60568,30488,30080,29537,14822,2109,7176,4320,22696,2339,1958,357,1277,1553
2020-05-03,60426,29653,8960,1249,21813,20564,1461,5199,13904,503852171,72270,39708,32562,39412,18071,1540,15960,5316,13322,3211,1698,1097,1181,1494
2020-05-10,33363,15285,10356,1881,7722,5841,339,1407,4095,503856266,42104,22622,19482,24377,9107,936,9262,2621,10953,437,575,917,2183,1503
2020-05-17,42044,15527,9295,1294,17222,15928,548,3894,11486,503867752,48729,27077,21652,26062,11402,2314,7927,2390,15616,2371,613,533,2252,1432
2020-05-24,33136,13201,9321,1749,10614,8865,551,2086,6228,503873980,47005,20775,26230,20724,10755,1030,6994,2450,9327,1112,590,1224,951,1543
2020-05-31,32982,11626,9819,1978,11537,9559,943,1723,6893,503880873,47789,26472,21317,28030,11122,1715,7414,3094,14865,2371,813,1060,1630,1514
2020-06-07,34109,15136,11980,971,6993,6022,965,1017,4040,503884913,48923,23127,25796,22157,11106,1033,7845,2815,10099,984,240,881,2362,1525
2020-06-14,41470,17013,13284,1269,11173,9904,422,2359,7123,503892036,58300,26544,31756,25068,17978,1465,10323,4413,22358,1683,649,1853,2727,1583
2020-06-21,30789,14461,9163,1432,7165,5733,430,1071,4232,503896268,32118,13472,18646,13425,8784,1812,4810,2716,11299,776,610,500,1158,1470
2020-06-28,60550,24792,7227,3549,28531,24982,529,5474,18979,503915247,68820,43274,25546,35282,11657,2870,15635,5189,10132,1668,1776,507,1777,1496
2020-07-05,25179,10323,7595,1426,7261,5835,447,1391,3997,503919244,30942,16345,14597,13081,8294,1116,4011,3071,7834,1352,594,951,1460,1520
2020-07-12,32862,16386,8315,1318,8161,6843,543,1628,4672,503923916,37185,21865,15320,15906,6282,1688,7238,3060,9819,1482,260,1006,1036,1459
2020-07-19,29229,10512,10244,1514,8473,6959,804,1387,4768,503928684,41752,25814,15938,19206,7639,1412,8013,2170,9833,2074,581,809,1056,1498
2020-07-26,61249,32497,7835,1558,20917,19359,1730,4570,13059,503941743,69245,41810,27435,31599,13004,2388,13333,6342,14091,2392,1412,440,1704,1534
2020-08-02,36644,19071,6448,2166,11125,8959,535,2223,6201,503947944,36525,19766,16759,19024,7658,1797,6316,3174,12564,1042,620,876,722,1494
2020-08-09,50577,24457,9373,2963,16747,13784,875,3169,9740,503957684,59647,30800,28847,33602,16799,1603,15060,5466,16144,811,1433,763,1136,1578
2020-08-16,18294,8573,11208,486,-1487,-1973,501,0,-2474,503955210,29013,14878,14135,16023,7777,940,5184,1773,7816,1447,0,780,2087,1439
2020-08-23,36592,19337,12250,1170,5005,3835,921,604,2310,503957520,38719,22922,15797,17520,6521,1451,9722,4916,5231,1241,322,1245,2334,1572
2020-08-30,46682,18069,8689,1121,19924,18803,238,3926,14639,503972159,62018,34013,28005,27850,15205,1507,9884,4926,21313,2358,1744,1225,1764,1551
2020-09-06,33696,12326,9750,1040,11620,10580,438,1944,8198,503980357,40539,26542,13997,24046,7075,1197,5984,2855,5439,1065,622,530,1551,1491
2020-09-13,49908,19858,7431,2627,22619,19992,776,3984,15232,503995589,47398,31397,16001,19037,9283,1046,14534,3075,9027,1512,2135,941,1606,1475
2020-09-20,26553,13513,11023,933,2017,1084,285,161,638,503996227,32966,14873,18093,18987,8370,800,6103,3281,12697,1573,59,1182,2713,1419
2020-09-27,57653,20578,8355,1357,28720,27363,576,6041,20746,504016973,80225,35369,44856,35295,23093,2440,16019,3258,18289,1336,2726,773,1175,1485
2020-10-04,82875,38666,12237,2792,31972,29180,493,7770,20917,504037890,104361,61481,42880,61516,21446,3592,16684,9375,24171,2264,1859,1522,2514,1579
2020-10-11,28848,15840,6083,1709,6925,5216,608,878,3730,504041620,43574,21367,22207,20413,11057,2162,5778,4004,9335,701,504,892,1455,1525
2020-10-18,28234,14714,8959,1276,4561,3285,326,746,2213,504043833,31121,12622,18499,15189,9087,1758,8409,2644,12576,1297,252,653,1818,1588
2020-10-25,61162,27785,12071,2241,21306,19065,386,4646,14033,504057866,58738,39154,19584,31802,8639,1412,13962,7583,11401,733,900,777,2440,1501
2020-11-01,65308,23689,11132,1741,30487,28746,704,5316,22726,504080592,101593,47553,54040,52578,29784,2645,11174,6791,39340,1348,2613,1573,1487,1569
2020-11-08,28636,14784,22743,1702,-8891,-10593,717,0,-11310,504069282,33353,22639,10714,15462,5253,878,5239,4021,8006,732,0,2659,4100,1499
2020-11-15,30366,14266,11913,1604,4187,2583,798,423,1362,504070644,39582,24352,15230,20217,9012,1827,6750,2793,9509,1210,124,1117,2197,1488
2020-11-22,32690,12193,8566,1022,11931,10909,558,2240,8111,504078755,47544,29895,17649,25966,7980,1819,5112,2902,11696,1248,544,919,1756,1533
2020-11-29,21778,8031,10110,497,3637,3140,335,717,2088,504080843,24544,11301,13243,10025,7106,828,4778,2307,7610,289,109,1259,2523,1507
2020-12-06,26319,14000,6712,586,5607,5021,775,874,3372,504084215,36881,17344,19537,14835,11491,1656,5602,2773,9616,1781,240,854,705,1465
2020-12-13,25923,12543,9985,643,3395,2752,260,621,1871,504086086,25788,14348,11440,12678,6094,925,6919,3424,7139,1241,194,1418,1096,1535
2020-12-20,29032,14976,7496,1255,6560,5305,301,921,4083,504090169,32049,14474,17575,13665,10093,1404,5901,2268,13254,679,401,695,837,1551
2020-12-27,39637,20841,13092,2265,5704,3439,487,779,2173,504092342,39688,19512,20176,21148,11409,2826,11787,3138,10256,1558,218,1039,2768,1611
2021-01-03,44910,20854,8828,1791,15228,13437,419,2927,10091,504102433,65922,32726,33196,29191,15669,1392,7954,5505,15177,2185,754,1006,1063,1596
2021-01-10,77287,35049,9652,4152,32586,28434,1119,6656,20659,504123092,81604,36550,45054,39706,23429,2683,18444,9261,22267,1591,2448,884,1866,1612
2021-01-17,28308,12345,7883,1071,8080,7009,786,1258,4965,504128057,39693,18320,21373,17446,9217,1167,4627,3313,11065,813,598,863,1172,1588
2021-01-24,63438,26225,19354,3067,17859,14792,1293,3344,10155,504138212,98983,63009,35974,50451,18243,3179,16499,7592,12115,2934,871,1781,3263,1571
2021-01-31,39770,17376,10303,1960,12091,10131,608,2450,7073,504145285,50486,22727,27759,21366,12383,1522,11900,2914,15246,1351,977,673,1364,1494
2021-02-07,42935,21673,19301,1157,1961,804,1218,0,-414,504144871,54872,22417,32455,22202,17810,3094,11716,4005,17758,1188,0,1871,4438,1565
2021-02-14,57887,27229,12672,1994,17986,15992,360,3779,11853,504156724,70780,41676,29104,29036,14715,1619,13508,7775,17294,2994,1438,1509,2381,1589
2021-02-21,28412,15016,11362,1293,2034,741,291,102,348,504157072,32052,22205,9847,18938,4749,1308,6328,2652,4740,938,27,1476,2746,1634
2021-02-28,52162,22882,10866,1191,18414,17223,999,4371,11853,504168925,64314,32116,32198,27556,14610,2766,14358,5774,19530,2328,593,1079,2023,1597
2021-03-07,48019,22637,12531,1655,12851,11196,979,2348,7869,504176794,63479,27651,35828,34386,21487,1643,13945,5197,26481,1115,1074,834,1486,1626
2021-03-14,54802,26100,6495,2268,22207,19939,328,5181,14430,504191224,87146,49770,37376,36042,15486,3018,16352,4241,29069,2731,1908,594,816,1515
2021-03-21,50513,23657,9680,3023,17176,14153,762,3483,9908,504201132,78620,52825,25795,33149,10543,1571,10582,4561,15266,1786,617,1245,2404,1552
2021-03-28,119896,58812,12716,4674,48368,43694,2545,9096,32053,504233185,180264,114507,65757,90452,29160,3270,35805,13412,21127,5598,2802,1161,2656,1591
2021-04-04,34656,13775,10561,1824,10320,8496,778,1567,6151,504239336,52760,30957,21803,26009,12956,855,6009,3827,17107,2175,714,1264,1134,1629
2021-04-11,35960,16271,6806,1341,12883,11542,753,2380,8409,504247745,44141,21828,22313,26057,13295,2327,6762,4168,14569,1799,969,686,1399,1566
2021-04-18,34399,12757,10276,1784,11366,9582,448,2399,6735,504254480,46790,26322,20468,27558,10868,1342,5619,3104,9579,1131,916,762,1663,1571
2021-04-25,35018,14949,18299,1534,1770,236,257,0,-21,504254459,53457,22846,30611,29718,17633,1938,6680,3355,11436,2019,0,2372,2673,1611
2021-05-02,33525,15004,16270,1859,2251,392,526,0,-134,504254325,39394,23782,15612,20501,6913,1249,8891,2923,5803,1877,0,951,2003,1522
2021-05-09,68757,33034,9714,2505,26009,23504,565,5978,16961,504271286,108171,66799,41372,53111,24592,3609,19110,5546,15882,3789,1013,996,2195,1660
2021-05-16,74408,40188,12961,3287,21259,17972,2135,3410,12427,504283713,88624,61107,27517,41763,11793,3999,19855,8494,8882,1412,1106,919,1420,1538
2021-05-23,33058,15542,10581,1494,6935,5441,558,1193,3690,504287403,43662,20876,22786,25735,9575,2247,8088,2398,17114,1624,190,600,1518,1488
2021-05-30,29308,14616,6107,1075,8585,7510,379,1459,5672,504293075,40939,16602,24337,21312,10281,1823,6656,2655,13881,581,793,612,891,1586
2021-06-06,48559,21912,7430,1251,19217,17966,1173,3206,13587,504306662,76015,42848,33167,39210,17069,2696,12446,4708,21558,3412,1395,743,922,1672
2021-06-13,31695,15113,16150,753,432,-321,553,0,-874,504305788,33953,20780,13173,15156,7327,826,6612,3216,9406,1041,0,1949,2846,1618
2021-06-20,50037,18223,9015,1034,22799,21765,638,4012,17115,504322903,71167,45342,25825,29131,12224,1913,13820,2855,17968,1808,958,1122,917,1628
2021-06-27,41397,16595,9813,2274,14989,12715,1047,2417,9251,504332154,52349,23982,28367,30836,16895,1605,10415,3956,21029,643,673,1205,1424,1594
2021-07-04,20459,8641,10466,603,1352,749,546,54,149,504332303,22259,10652,11607,10300,5651,1234,5210,2009,9096,562,11,952,2512,1586
2021-07-11,68504,30450,18525,1950,19529,17579,1495,3452,12632,504344935,98894,54765,44129,48311,18979,2306,15783,4924,22927,4562,1120,2096,2715,1518
2021-07-18,74456,26739,17418,3681,30299,26618,460,7254,18904,504363839,95792,47817,47975,40513,23661,2058,21055,7794,37189,1038,2463,1876,2684,1484
2021-07-25,27989,10580,21798,918,-4389,-5307,536,0,-5843,504357996,38140,25102,13038,21640,6986,964,5256,1745,8627,1106,0,2009,3727,1609
2021-08-01,30213,12247,10345,1216,7621,6405,728,1174,4503,504362499,34021,18444,15577,13796,8824,910,6259,3407,5223,1607,317,1135,1906,1667
2021-08-08,39088,21276,12701,1036,5111,4075,329,690,3056,504365555,48348,30937,17411,27404,8562,1339,10423,3192,11159,1247,173,1838,2811,1620
2021-08-15,39459,16426,7386,2304,15647,13343,423,3237,9683,504375238,52565,30182,22383,22501,11611,2230,8835,4638,14400,1426,561,512,949,1636
2021-08-22,44570,19896,15251,2410,9423,7013,1206,1307,4500,504379738,52746,33332,19414,30451,8804,2106,12630,3043,14617,1748,567,2144,3519,1685
2021-08-29,76111,29624,8079,4152,38408,34256,419,6432,27405,504407143,79069,39519,39550,43168,20929,4033,15371,7811,19240,2255,2589,447,1726,1624
2021-09-05,31635,14937,11512,1147,5186,4039,753,824,2462,504409605,49767,32320,17447,21546,10419,1988,6498,3051,10337,833,302,931,2399,1603
2021-09-12,24661,10016,8595,1245,6050,4805,415,804,3586,504413191,31024,14965,16059,15920,6581,783,6987,2611,4916,333,424,677,971,1570
2021-09-19,19587,7666,9096,504,2825,2321,317,535,1469,504414660,27691,15613,12078,12808,6973,803,4302,1612,5629,952,93,1025,939,1714
2021-09-26,25503,11561,9303,519,4639,4120,132,773,3215,504417875,30291,14061,16230,13196,8317,674,5800,1857,5374,1419,207,587,1759,1641
2021-10-03,33953,11921,9551,706,12481,11775,865,2103,8807,504426682,38998,21163,17835,22300,8033,1687,6788,3161,10004,556,1106,1320,2192,1569
2021-10-10,71194,25027,8818,3094,37349,34255,996,6571,26688,504453370,84366,41799,42567,40555,25156,2263,13634,4022,30168,1556,3259,1172,1655,1560
2021-10-17,28561,11248,9337,1091,7976,6885,529,1754,4602,504457972,33886,16266,17620,16255,8751,1005,7094,3243,7105,841,404,1076,1232,1683
2021-10-24,38941,13915,15417,1586,9609,8023,854,1787,5382,504463354,49881,34423,15458,21647,7209,1117,6541,2194,8714,2112,311,1478,1751,1570
2021-10-31,35911,13345,8415,729,14151,13422,810,3281,9331,504472685,45981,20601,25380,21915,11073,1282,10123,2961,10203,955,478,1206,1725,1716
2021-11-07,59112,24695,10755,2182,23662,21480,1708,4345,15427,504488112,73772,46934,26838,42369,12047,1856,15776,6383,9671,3341,1216,1431,2240,1487
2021-11-14,102762,52462,16440,5007,33860,28853,1879,5762,21212,504509324,102181,71041,31140,48293,17643,4590,18355,10964,17298,1246,1080,1643,2069,1698
2021-11-21,30804,14306,9110,1162,7388,6226,462,1173,4591,504513915,38420,15597,22823,22680,11934,1860,7827,2612,7750,1830,335,1095,950,1653
2021-11-28,31915,14443,7974,1573,9498,7925,921,1597,5407,504519322,32501,19816,12685,19152,7391,1927,7672,3811,7531,1054,497,851,1286,1636
2021-12-05,60075,24553,10049,1761,25473,23712,1265,5279,17168,504536490,59372,28254,31118,25469,13891,1975,10674,6571,9823,2158,1067,1093,1883,1623
2021-12-12,52968,28409,14825,2782,9734,6952,660,1530,4762,504541252,82251,33899,48352,35817,20512,2753,10116,8193,17086,2032,288,1232,3052,1728
2021-12-19,85995,36927,12401,3744,36667,32923,702,6628,25593,504566845,113811,59280,54531,65161,21879,5073,18175,7623,31355,4698,3574,1193,2747,1671
2021-12-26,52840,19414,9079,1502,24347,22845,1377,5901,15567,504582412,71949,48966,22983,34431,11528,1073,13468,4386,13691,1199,1690,525,1739,1592
2022-01-02,36866,17453,13569,1086,5844,4758,518,835,3405,504585817,43548,17573,25975,17457,15576,2424,9062,3569,8169,521,488,1163,1583,1553
2022-01-09,54795,20426,7128,2472,27241,24769,1179,6524,17066,504602883,84181,48519,35662,38283,19222,1469,12594,3852,20922,2174,1443,852,1443,1650
2022-01-16,68440,28679,13013,3641,26748,23107,1148,3985,17974,504620857,92158,50726,41432,47878,19128,3380,18155,7533,29800,4069,2116,1891,3222,1643
2022-01-23,61835,27917,11833,2265,22085,19820,617,4380,14823,504635680,88945,58883,30062,49796,17297,3022,16305,5610,19876,3575,1045,1731,2791,1568
2022-01-30,55231,28988,9536,1675,16707,15032,1107,2971,10954,504646634,63957,27195,36762,27289,20452,3052,13403,6210,13440,1963,1225,1007,2200,1643
2022-02-06,69828,31332,7854,3818,30642,26824,455,5931,20438,504667072,109770,66351,43419,46335,17501,4259,18717,6597,25888,3610,1287,869,1141,1619
2022-02-13,73416,36007,7949,3434,29460,26026,1126,5903,18997,504686069,108239,65380,42859,63257,24146,2166,14693,9250,27264,1645,954,545,1690,1650
2022-02-20,80526,44174,13144,3054,23208,20154,1503,4170,14481,504700550,120609,72453,48156,66363,22157,3742,22723,12708,15343,5262,2073,1571,2992,1688
2022-02-27,60380,22721,15353,2386,22306,19920,960,4199,14761,504715311,61620,42068,19552,31916,8406,2359,14626,5681,14227,2556,1557,876,3097,1728
2022-03-06,43725,17706,9008,1232,17011,15779,1037,3734,11008,504726319,47646,30823,16823,26388,7491,2322,11952,3908,12670,1728,1571,707,1239,1700
2022-03-13,49658,21299,12420,2238,15939,13701,1276,3089,9336,504735655,54621,22536,32085,26533,15841,1526,11518,5684,23269,1565,778,1451,3019,1620
2022-03-20,75859,32951,6384,2606,36524,33918,1842,8446,23630,504759285,82659,44745,37914,45602,18387,4293,13864,8111,27007,4015,1956,517,1070,1677
2022-03-27,33697,14564,10082,2016,9051,7035,201,1401,5433,504764718,50505,26232,24273,23958,11112,1310,7796,2317,16323,2281,489,554,1205,1663
2022-04-03,53929,28664,11004,2114,14261,12147,531,2799,8817,504773535,49740,24524,25216,22324,10955,1975,11091,4711,15551,1780,1063,1466,1282,1595
2022-04-10,39531,19481,8184,1559,11866,10307,728,2285,7294,504780829,37684,20176,17508,20568,9672,2453,10066,3033,11193,937,777,663,1613,1683
2022-04-17,46449,21904,7749,1980,16796,14816,1318,2929,10569,504791398,50710,26129,24581,24540,14700,1294,10282,4787,17285,1761,1506,436,1284,1758
2022-04-24,75867,31248,9951,4299,34668,30369,1963,6494,21912,504813310,78895,41791,37104,47043,20613,3171,20895,8558,23422,2605,1151,572,1136,1668
2022-05-01,48580,25007,11107,2528,12466,9938,1266,1833,6839,504820149,51607,35804,15803,24250,7257,1410,12228,4925,7330,1330,826,835,2344,1589
2022-05-08,45288,24501,10127,1723,10660,8937,570,1625,6742,504826891,66055,28178,37877,38599,17005,2098,11443,5087,18483,1471,560,687,2227,1672
2022-05-15,25454,13089,5478,1241,6887,5646,401,1056,4189,504831080,32942,22291,10651,19324,4724,1441,4647,3749,7973,866,285,698,1144,1611
2022-05-22,58236,20401,5705,2530,32130,29600,976,5454,23170,504854250,52648,28644,24004,23606,10258,2155,17333,5621,7407,1735,2341,469,744,1717
2022-05-29,55058,26278,8700,2186,20080,17894,492,4321,13081,504867331,66099,38808,27291,36992,13926,2377,15210,6563,17723,1793,1315,1135,1770,1702
2022-06-05,99373,35797,13573,2752,50003,47251,574,11486,35191,504902522,117809,76465,41344,57328,21544,3326,26667,6802,32140,2420,2242,915,1379,1669
2022-06-12,36354,14597,4543,1402,17214,15812,1042,4063,10707,504913229,35618,18099,17519,20783,9480,1061,7254,2446,11442,1440,752,451,662,1662
2022-06-19,44104,15961,9913,1316,18230,16914,486,4156,12272,504925501,60568,32048,28520,29680,15288,1526,10159,2433,22729,1893,1114,1178,1584,1670
2022-06-26,43863,20649,8862,2482,14352,11870,482,2109,9279,504934780,61034,31912,29122,33499,13351,3001,7482,3429,18748,776,843,1021,1996,1683
2022-07-03,73329,35735,15570,2450,22024,19574,519,5115,13940,504948720,103000,52779,50221,50820,23406,4826,16922,6929,15929,2547,1140,1714,2469,1646
2022-07-10,36929,13771,10833,2145,12325,10180,1042,2433,6705,504955425,52067,35284,16783,23199,9001,889,6347,3205,11975,2364,435,1544,1102,1617
2022-07-17,42210,18014,11835,1744,12361,10617,823,2197,7597,504963022,37991,24644,13347,16711,6272,954,9833,2875,5904,1528,383,862,1809,1745
2022-07-24,47429,20928,12497,2147,14004,11857,1028,2584,8245,504971267,74357,32174,42183,36070,18667,3000,11730,3567,22063,1705,1212,1242,2185,1670
2022-07-31,39533,16755,5997,1649,16781,15132,1099,3896,10137,504981404,58111,25129,32982,32025,15662,1720,8244,2968,15041,2762,1463,830,1453,1699
2022-08-07,30325,11348,12995,763,5982,5219,414,1121,3684,504985088,46482,24559,21923,24218,9962,1178,6817,2778,9521,607,362,751,3134,1707
2022-08-14,38791,16827,13129,1359,8835,7476,797,1807,4872,504989960,35337,15181,20156,19002,8418,2155,10914,4078,10395,1712,728,730,1669,1711
2022-08-21,54715,27370,12483,1311,14862,13551,327,2490,10734,505000694,85011,49793,35218,38805,19934,2230,9098,6367,17235,1686,1260,915,1595,1638
2022-08-28,23489,8555,39325,1055,-24391,-25446,227,0,-25673,504975021,34455,15267,19188,17100,10949,840,6313,1605,11833,357,0,4456,4896,1614
2022-09-04,37234,13629,5649,1410,17956,16546,960,3492,12094,504987115,55332,30804,24528,22624,10889,2002,6539,2803,17331,1513,747,429,1233,1670
2022-09-11,26667,11226,20324,1363,-4883,-6246,645,0,-6891,504980224,25742,10353,15389,14506,6355,1316,4147,1847,6903,627,0,1403,2051,1721
